uid,block,style,policy,cuts,hz
ex03_whisper_00343,ex03::OKAY ENOUGH OF THE SPEECHES,whisper,intent_3408,22,10.455733606091602
ex03_whisper_00343,ex03::OKAY ENOUGH OF THE SPEECHES,whisper,speaker_count_3408,21,10.00113649278327
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,asr_3408,22,10.653388530237676
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,emotion_3408,10,5.095098862287584
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,intent_3408_last,17,8.337434501925136
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,speaker_count_3408_last,6,3.2423356396375533
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,emotion_3407,10,5.095098862287584
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,emotion_3409,9,4.631908056625076
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,intent_3408,22,10.653388530237676
ex03_whisper_00376,ex03::HIS NAME IS ADAM BRODY,whisper,speaker_count_3408,21,10.190197724575167
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,asr_3408,25,10.470150005033727
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,emotion_3408,11,4.832376925400181
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,intent_3408_last,18,7.651263465216954
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,speaker_count_3408_last,6,2.8188865398167726
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,emotion_3407,16,6.84586731098359
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,emotion_3409,11,4.832376925400181
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,intent_3408,25,10.470150005033727
ex04_confused_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,confused,speaker_count_3408,25,10.470150005033727
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,asr_3408,56,8.630479218714513
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,emotion_3408,34,5.299417064122947
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,intent_3408_last,45,6.96494814141873
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,speaker_count_3408_last,20,3.179650238473768
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,emotion_3407,37,5.753652812476342
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,emotion_3409,30,4.693769399651753
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,intent_3408,56,8.630479218714513
ex04_confused_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,confused,speaker_count_3408,54,8.327655386478916
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,asr_3408,25,7.360486924519622
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,emotion_3408,13,3.9633391132028732
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,intent_3408_last,19,5.661913018861248
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,speaker_count_3408_last,8,2.5478608584875615
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,emotion_3407,15,4.529530415088998
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,emotion_3409,12,3.680243462259811
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,intent_3408,25,7.360486924519622
ex04_confused_00080,ex04::I'M DOING SOCIETY A FAVOR,confused,speaker_count_3408,25,7.360486924519622
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,asr_3408,43,10.596026490066226
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,emotion_3408,23,5.779650812763395
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,intent_3408_last,31,7.706201083684528
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,speaker_count_3408_last,12,3.1306441902468394
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,emotion_3407,26,6.50210716435882
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,emotion_3409,23,5.779650812763395
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,intent_3408,43,10.596026490066226
ex04_confused_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,confused,speaker_count_3408,41,10.114388922335943
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,asr_3408,23,8.93397236052301
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,emotion_3408,11,4.466986180261505
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,intent_3408_last,18,7.072728118747383
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,speaker_count_3408_last,6,2.605741938485878
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,emotion_3407,13,5.211483876971756
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,emotion_3409,10,4.094737331906379
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,intent_3408,23,8.93397236052301
ex04_confused_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,confused,speaker_count_3408,22,8.561723512167884
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,asr_3408,49,10.905720050166313
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,emotion_3408,21,4.798516822073178
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,intent_3408_last,33,7.415889634113093
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,speaker_count_3408_last,16,3.7079448170565463
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,emotion_3407,25,5.670974426086483
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,emotion_3409,20,4.580402421069851
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,intent_3408,49,10.905720050166313
ex04_confused_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,confused,speaker_count_3408,47,10.469491248159661
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,asr_3408,40,9.88755915955747
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,emotion_3408,20,5.0643595695294366
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,intent_3408_last,29,7.234799385042052
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,speaker_count_3408_last,12,3.1350797335182223
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,emotion_3407,23,5.787839508033642
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,emotion_3409,19,4.823199590028034
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,intent_3408,39,9.646399180056068
ex04_confused_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,confused,speaker_count_3408,37,9.164079221053266
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,asr_3408,13,9.217727665528168
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,emotion_3408,5,3.9504547137977863
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,intent_3408_last,8,5.92568207069668
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,speaker_count_3408_last,4,3.292045594831489
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,emotion_3407,5,3.9504547137977863
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,emotion_3409,5,3.9504547137977863
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,intent_3408,13,9.217727665528168
ex04_confused_00206,ex04::ENJOY THE MOVIE,confused,speaker_count_3408,13,9.217727665528168
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,asr_3408,32,11.3098425618507
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,emotion_3408,15,5.483560029988219
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,intent_3408_last,19,6.8544500374852735
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,speaker_count_3408_last,9,3.4272250187426367
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,emotion_3407,16,5.826282531862482
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,emotion_3409,13,4.798115026239691
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,intent_3408,32,11.3098425618507
ex04_confused_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,confused,speaker_count_3408,31,10.967120059976438
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,asr_3408,30,10.125755348685285
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,emotion_3408,16,5.552833578311285
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,intent_3408_last,22,7.512657194185857
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,speaker_count_3408_last,9,3.2663726931242856
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,emotion_3407,15,5.226196308998857
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,emotion_3409,14,4.899559039686428
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,intent_3408,30,10.125755348685285
ex04_confused_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,confused,speaker_count_3408,28,9.472480810060427
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,asr_3408,25,8.906015842432026
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,emotion_3408,15,5.480625133804325
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,intent_3408_last,21,7.535859558980946
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,speaker_count_3408_last,9,3.425390708627703
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,emotion_3407,18,6.5082423463926355
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,emotion_3409,11,4.110468850353243
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,intent_3408,25,8.906015842432026
ex04_confused_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,confused,speaker_count_3408,24,8.563476771569256
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,asr_3408,25,8.98158343588747
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,emotion_3408,12,4.490791717943735
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,intent_3408_last,18,6.563464818533152
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,speaker_count_3408_last,7,2.763564134119222
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,emotion_3407,11,4.145346201178833
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,emotion_3409,11,4.145346201178833
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,intent_3408,25,8.98158343588747
ex04_confused_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,confused,speaker_count_3408,23,8.290692402357665
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,asr_3408,28,9.248186239336682
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,emotion_3408,13,4.464641632783226
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,intent_3408_last,20,6.696962449174839
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,speaker_count_3408_last,9,3.1890297377023042
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,emotion_3407,15,5.102447580323687
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,emotion_3409,13,4.464641632783226
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,intent_3408,28,9.248186239336682
ex04_confused_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,confused,speaker_count_3408,27,8.929283265566452
ex04_confused_00327,ex04::NOT SO FAST,confused,asr_3408,11,5.671412536184794
ex04_confused_00327,ex04::NOT SO FAST,confused,emotion_3408,6,3.3083239794411297
ex04_confused_00327,ex04::NOT SO FAST,confused,intent_3408_last,9,4.726177113487328
ex04_confused_00327,ex04::NOT SO FAST,confused,speaker_count_3408_last,4,2.363088556743664
ex04_confused_00327,ex04::NOT SO FAST,confused,emotion_3407,6,3.3083239794411297
ex04_confused_00327,ex04::NOT SO FAST,confused,emotion_3409,5,2.835706268092397
ex04_confused_00327,ex04::NOT SO FAST,confused,intent_3408,11,5.671412536184794
ex04_confused_00327,ex04::NOT SO FAST,confused,speaker_count_3408,10,5.198794824836061
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,asr_3408,57,11.473646468268196
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,emotion_3408,29,5.934644724966309
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,intent_3408_last,39,7.912859633288411
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,speaker_count_3408_last,17,3.560786834979785
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,emotion_3407,30,6.132466215798519
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,emotion_3409,28,5.736823234134098
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,intent_3408,57,11.473646468268196
ex04_confused_00334,ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,confused,speaker_count_3408,57,11.473646468268196
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,asr_3408,24,13.23582939015916
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,emotion_3408,10,5.823764931670031
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,intent_3408_last,14,7.941497634095496
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,speaker_count_3408_last,7,4.235465404850931
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,emotion_3407,12,6.882631282882763
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,emotion_3409,11,6.353198107276397
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,intent_3408,24,13.23582939015916
ex04_default_00004,ex04::HEAVIER THAN YOU THOUGHT IT WOULD BE,default,speaker_count_3408,21,11.647529863340061
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,asr_3408,51,12.38261076632287
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,emotion_3408,23,5.715051122918248
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,intent_3408_last,34,8.334449554255778
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,speaker_count_3408_last,16,4.048161212067092
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,emotion_3407,30,7.381941033769404
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,emotion_3409,24,5.953178253039842
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,intent_3408,51,12.38261076632287
ex04_default_00015,ex04::FENNEL IS A BULB VEGETABLE WITH A LICORICE ANISE FLAVOR TO IT,default,speaker_count_3408,48,11.66822937595809
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,asr_3408,22,11.492816989381636
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,emotion_3408,8,4.497189256714553
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,intent_3408_last,14,7.495315427857588
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,speaker_count_3408_last,6,3.497813866333541
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,emotion_3407,11,5.996252342286071
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,emotion_3409,9,4.996876951905059
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,intent_3408,22,11.492816989381636
ex04_default_00080,ex04::I'M DOING SOCIETY A FAVOR,default,speaker_count_3408,22,11.492816989381636
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,asr_3408,36,12.656874692664571
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,emotion_3408,18,6.499476193530455
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,intent_3408_last,25,8.894020054304834
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,speaker_count_3408_last,12,4.447010027152417
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,emotion_3407,20,7.183631582323135
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,emotion_3409,16,5.815320804737776
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,intent_3408,36,12.656874692664571
ex04_default_00099,ex04::DOES WEBMD HAVE A WEBPAGE ON DECODING CODE,default,speaker_count_3408,34,11.97271930387189
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,asr_3408,23,11.04845206583036
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,emotion_3408,9,4.603521694095983
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,intent_3408_last,15,7.365634710553573
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,speaker_count_3408_last,7,3.6828173552767867
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,emotion_3407,11,5.52422603291518
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,emotion_3409,11,5.52422603291518
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,intent_3408,23,11.04845206583036
ex04_default_00147,ex04::YOU'RE ANGRY ON THE TIN ROOF,default,speaker_count_3408,20,9.667395557601566
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,asr_3408,45,12.844452976387846
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,emotion_3408,20,5.863772010959669
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,intent_3408_last,27,7.818362681279559
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,speaker_count_3408_last,13,3.9091813406397793
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,emotion_3407,22,6.422226488193923
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,emotion_3409,19,5.584544772342542
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,intent_3408,45,12.844452976387846
ex04_default_00158,ex04::AND THEN HE WOULD COME OVER TO OUR SET AND FILM THROUGHOUT THE NIGHT,default,speaker_count_3408,45,12.844452976387846
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,asr_3408,38,10.182767624020888
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,emotion_3408,17,4.699738903394255
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,intent_3408_last,26,7.049608355091384
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,speaker_count_3408_last,13,3.6553524804177546
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,emotion_3407,18,4.960835509138381
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,emotion_3409,18,4.960835509138381
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,intent_3408,38,10.182767624020888
ex04_default_00183,ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,default,speaker_count_3408,36,9.660574412532636
ex04_default_00206,ex04::ENJOY THE MOVIE,default,asr_3408,13,10.975012248897599
ex04_default_00206,ex04::ENJOY THE MOVIE,default,emotion_3408,5,4.703576678098971
ex04_default_00206,ex04::ENJOY THE MOVIE,default,intent_3408_last,7,6.271435570798628
ex04_default_00206,ex04::ENJOY THE MOVIE,default,speaker_count_3408_last,4,3.9196472317491424
ex04_default_00206,ex04::ENJOY THE MOVIE,default,emotion_3407,5,4.703576678098971
ex04_default_00206,ex04::ENJOY THE MOVIE,default,emotion_3409,5,4.703576678098971
ex04_default_00206,ex04::ENJOY THE MOVIE,default,intent_3408,13,10.975012248897599
ex04_default_00206,ex04::ENJOY THE MOVIE,default,speaker_count_3408,13,10.975012248897599
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,asr_3408,29,11.740247034364682
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,emotion_3408,15,6.261465084994497
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,intent_3408_last,18,7.435489788430965
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,speaker_count_3408_last,10,4.3047572459337164
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,emotion_3407,16,6.652806652806653
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,emotion_3409,14,5.870123517182341
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,intent_3408,29,11.740247034364682
ex04_default_00209,ex04::ANY TRIPLE DIGIT TEMPS THIS WEEK IN TEXAS,default,speaker_count_3408,27,10.95756389874037
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,asr_3408,25,11.893190005146092
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,emotion_3408,9,4.574303848133112
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,intent_3408_last,16,7.77631654182629
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,speaker_count_3408_last,8,4.116873463319801
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,emotion_3407,11,5.489164617759735
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,emotion_3409,9,4.574303848133112
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,intent_3408,25,11.893190005146092
ex04_default_00254,ex04::ANY INDICATION ON HOW HE'S LEANING,default,speaker_count_3408,23,10.97832923551947
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,asr_3408,23,11.728772144166157
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,emotion_3408,9,4.886988393402565
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,intent_3408_last,13,6.841783750763591
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,speaker_count_3408_last,7,3.9095907147220523
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,emotion_3407,12,6.353084911423335
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,emotion_3409,10,5.375687232742822
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,intent_3408,22,11.2400733048259
ex04_default_00278,ex04::HEY GAGA HOW'S IT GOING IN THERE,default,speaker_count_3408,20,10.262675626145388
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,asr_3408,19,10.478747789639138
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,emotion_3408,9,5.239373894819569
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,intent_3408_last,12,6.811186063265439
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,speaker_count_3408_last,5,3.1436243368917416
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,emotion_3407,10,5.763311284301526
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,emotion_3409,9,5.239373894819569
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,intent_3408,19,10.478747789639138
ex04_default_00284,ex04::YOU COULD HAVE WRECKED HIS LIFE,default,speaker_count_3408,18,9.95481040015718
ex04_default_00295,ex04::AND FEE AND STEFFY THEY'RE TEENAGERS,default,asr_3408,24,9.531525520659581
